n16,n17,o19,cell-volume,cellnumber,x,y,z
476770000000.0,68555000.0,119180000000.0,3.9277e-09,298826,-0.040707,-0.25522,0.88612
320930000000.0,45384000.0,98464000000.0,3.9517e-09,298827,-0.039017,-0.25522,0.88894
435730000000.0,62579000.0,113760000000.0,4.2931e-09,298828,-0.042102,-0.25487,0.88882
530090000000.0,76422000.0,126420000000.0,2.0325e-09,298829,-0.041366,-0.25566,0.88123
485980000000.0,69859000.0,120630000000.0,1.7739e-09,298830,-0.040741,-0.25629,0.88094
546190000000.0,78838000.0,128480000000.0,3.8318e-09,298831,-0.042171,-0.2552,0.88318
556470000000.0,80378000.0,129860000000.0,4.2336e-09,298832,-0.043763,-0.25487,0.88573
572790000000.0,82994000.0,131900000000.0,4.6652e-09,298833,-0.045492,-0.25454,0.8886
454490000000.0,65478000.0,116570000000.0,4.2257e-09,298858,-0.049057,-0.25419,0.89472
581930000000.0,84284000.0,132830000000.0,3.8938e-09,298859,-0.054559,-0.25418,0.89163
317930000000.0,44833000.0,99044000000.0,3.7463e-09,298860,-0.047484,-0.25418,0.89787
605170000000.0,87742000.0,135940000000.0,3.1795e-09,298861,-0.056468,-0.25417,0.88906
313610000000.0,44303000.0,97603000000.0,4.2138e-09,298862,-0.040182,-0.25487,0.89172
309360000000.0,43447000.0,97345000000.0,3.5896e-09,298863,-0.0368,-0.25789,0.88752
306760000000.0,43227000.0,96503000000.0,1.9037e-09,298865,-0.036479,-0.25522,0.88923
302700000000.0,42460000.0,96369000000.0,1.6193e-09,298866,-0.035925,-0.25589,0.88882
293680000000.0,41303000.0,94622000000.0,3.3801e-09,298867,-0.036859,-0.2548,0.89147
310700000000.0,43797000.0,97591000000.0,4.2691e-09,298868,-0.041401,-0.25453,0.89472
463980000000.0,66898000.0,117540000000.0,4.7856e-09,298885,-0.043624,-0.25454,0.89192
387160000000.0,55396000.0,107680000000.0,4.7784e-09,298886,-0.0451,-0.25419,0.89545
297310000000.0,41704000.0,96063000000.0,3.8224e-09,298887,-0.042321,-0.25419,0.89785
587670000000.0,85167000.0,133700000000.0,4.6619e-09,298888,-0.051034,-0.25419,0.89134
394740000000.0,56365000.0,108160000000.0,1.8983e-09,298893,-0.038193,-0.25522,0.88658
338080000000.0,47812000.0,100930000000.0,1.6858e-09,298894,-0.037601,-0.25591,0.88623
341000000000.0,48234000.0,101390000000.0,3.5552e-09,298895,-0.038413,-0.25784,0.88478
431410000000.0,61728000.0,113270000000.0,3.3484e-09,298896,-0.039804,-0.25772,0.88193
213190000000.0,28959000.0,83208000000.0,3.6837e-09,298950,0.0092653,-0.25418,0.9212
238290000000.0,32724000.0,87150000000.0,4.9224e-09,298951,0.02469,-0.25419,0.91345
220330000000.0,30048000.0,84304000000.0,4.3163e-09,298982,0.011033,-0.25453,0.91441
220630000000.0,30078000.0,84300000000.0,4.0274e-09,298983,0.013544,-0.25418,0.91686
238990000000.0,32901000.0,86804000000.0,1.9042e-09,299032,0.0079717,-0.25521,0.90763
243600000000.0,33511000.0,87745000000.0,1.6299e-09,299033,0.0078579,-0.25588,0.90694
253450000000.0,34888000.0,89439000000.0,3.4153e-09,299034,0.0063314,-0.25778,0.90719
238410000000.0,32853000.0,86596000000.0,3.357e-09,299035,0.0098588,-0.25479,0.9089
237530000000.0,32652000.0,86592000000.0,1.9137e-09,299036,0.0048416,-0.25522,0.90809
240790000000.0,33068000.0,87325000000.0,1.6004e-09,299037,0.004773,-0.25588,0.90739
236490000000.0,32577000.0,86301000000.0,3.4096e-09,299038,0.0066461,-0.2548,0.90951
220650000000.0,30131000.0,84252000000.0,4.3286e-09,299039,0.005339,-0.25487,0.91261
224890000000.0,30828000.0,84720000000.0,3.6121e-09,299040,0.0087114,-0.25448,0.91185
217350000000.0,29605000.0,83841000000.0,4.6613e-09,299041,0.0074394,-0.25454,0.91529
241010000000.0,33241000.0,86986000000.0,3.3492e-09,299042,0.013037,-0.25479,0.90808
228810000000.0,31422000.0,85293000000.0,3.5061e-09,299043,0.012075,-0.25448,0.91104
255840000000.0,35285000.0,89693000000.0,2.938e-09,299044,0.0093251,-0.25746,0.90625
256360000000.0,35387000.0,89717000000.0,2.5662e-09,299046,0.012241,-0.25723,0.90549
250020000000.0,34555000.0,88390000000.0,1.6229e-09,299047,0.014007,-0.25479,0.90568
255470000000.0,35311000.0,89372000000.0,1.271e-09,299048,0.013774,-0.25542,0.90501
258840000000.0,35770000.0,90037000000.0,2.5254e-09,299049,0.015204,-0.25722,0.90449
247800000000.0,34217000.0,88071000000.0,1.6197e-09,299051,0.01098,-0.25479,0.90658
252360000000.0,34844000.0,88919000000.0,1.3388e-09,299052,0.01078,-0.25545,0.90591
216910000000.0,29526000.0,83724000000.0,4.2267e-09,299053,0.009882,-0.25418,0.9178
215320000000.0,29292000.0,83525000000.0,4.695e-09,299055,0.0038512,-0.25454,0.9157
235600000000.0,32393000.0,86167000000.0,3.4411e-09,299056,0.0033972,-0.2548,0.90988
213950000000.0,29093000.0,83271000000.0,4.6051e-09,299057,0.0060106,-0.25418,0.91878
233310000000.0,32098000.0,85962000000.0,3.5377e-09,299064,0.015403,-0.25448,0.91009
224990000000.0,30801000.0,84837000000.0,3.6464e-09,299065,0.014511,-0.25417,0.91335
263630000000.0,36507000.0,90750000000.0,2.7928e-09,299066,0.017943,-0.25742,0.90337
238020000000.0,32788000.0,86690000000.0,3.7057e-09,299080,0.018707,-0.25448,0.90897
229710000000.0,31489000.0,85580000000.0,3.7768e-09,299081,0.018003,-0.25417,0.91229
243540000000.0,33625000.0,87516000000.0,3.8504e-09,299082,0.021909,-0.25449,0.90761
235340000000.0,32331000.0,86471000000.0,4.1882e-09,299083,0.021565,-0.25418,0.91112
256310000000.0,35542000.0,89305000000.0,1.6608e-09,299084,0.019782,-0.2548,0.90329
263240000000.0,36514000.0,90501000000.0,1.3052e-09,299085,0.019421,-0.25544,0.90267
252850000000.0,35002000.0,88801000000.0,1.6396e-09,299086,0.016947,-0.25479,0.90459
258920000000.0,35844000.0,89877000000.0,1.2983e-09,299087,0.016679,-0.25544,0.90392
254100000000.0,35272000.0,88737000000.0,2.9818e-09,299088,0.01911,-0.25445,0.90561
267840000000.0,37158000.0,91344000000.0,2.551e-09,299089,0.020607,-0.25724,0.90204
251700000000.0,34879000.0,88378000000.0,2.9128e-09,299091,0.016077,-0.25444,0.90682
266850000000.0,37012000.0,91364000000.0,4.4025e-09,299114,0.03392,-0.25453,0.90293
263760000000.0,36522000.0,90973000000.0,4.2952e-09,299115,0.034486,-0.25419,0.90647
270560000000.0,37684000.0,91314000000.0,1.6781e-09,299139,0.027681,-0.25482,0.89819
278990000000.0,38874000.0,92731000000.0,1.518e-09,299140,0.027232,-0.25554,0.89766
285390000000.0,39771000.0,93842000000.0,3.3691e-09,299141,0.028296,-0.25769,0.89678
279570000000.0,38897000.0,93039000000.0,3.1415e-09,299142,0.025807,-0.25759,0.89875
268560000000.0,37405000.0,90986000000.0,3.4575e-09,299143,0.030207,-0.25481,0.89868
264070000000.0,36729000.0,90411000000.0,3.6638e-09,299144,0.030606,-0.25448,0.9018
258640000000.0,35857000.0,89902000000.0,3.9295e-09,299145,0.031036,-0.25418,0.90524
279950000000.0,39069000.0,92712000000.0,1.9826e-09,299150,0.032564,-0.25525,0.89416
290990000000.0,40635000.0,94520000000.0,1.8233e-09,299151,0.032056,-0.25598,0.89369
297500000000.0,41590000.0,95524000000.0,3.9094e-09,299152,0.033167,-0.25802,0.89245
275810000000.0,38394000.0,92598000000.0,4.4554e-09,299153,0.036644,-0.25453,0.90042
272870000000.0,37909000.0,92276000000.0,4.1823e-09,299154,0.037314,-0.25418,0.90391
290720000000.0,40582000.0,94527000000.0,3.4098e-09,299155,0.030672,-0.2577,0.89457
276270000000.0,38549000.0,92071000000.0,1.6859e-09,299156,0.030059,-0.25482,0.89613
284900000000.0,39765000.0,93525000000.0,1.5631e-09,299157,0.029573,-0.25556,0.89563
275270000000.0,38425000.0,91881000000.0,3.4748e-09,299159,0.032629,-0.25481,0.89643
271930000000.0,37921000.0,91484000000.0,3.6308e-09,299160,0.033234,-0.25448,0.89948
283030000000.0,39493000.0,93670000000.0,4.3474e-09,299161,0.040123,-0.25418,0.90125
391680000000.0,56236000.0,106380000000.0,2.2668e-09,299165,0.067169,-0.25454,0.88356
387210000000.0,55523000.0,105860000000.0,2.3303e-09,299166,0.06792,-0.25542,0.88374
405090000000.0,58363000.0,107900000000.0,4.6836e-09,299167,0.06168,-0.25491,0.88191
392670000000.0,56438000.0,106150000000.0,4.4576e-09,299168,0.064379,-0.25451,0.88467
416060000000.0,59969000.0,109280000000.0,3.7337e-09,299169,0.063043,-0.25488,0.87906
373060000000.0,53324000.0,104220000000.0,4.124e-09,299170,0.067679,-0.25759,0.88566
406130000000.0,58589000.0,107540000000.0,4.4372e-09,299171,0.060706,-0.25452,0.88525
464090000000.0,67177000.0,115470000000.0,3.3579e-09,299172,0.057402,-0.25572,0.87422
482010000000.0,69862000.0,117940000000.0,1.012e-08,299173,0.053402,-0.2565,0.87213
474180000000.0,68717000.0,116680000000.0,4.5325e-09,299174,0.054541,-0.25579,0.87471
460250000000.0,66647000.0,114770000000.0,4.7892e-09,299175,0.056853,-0.25538,0.87685
456590000000.0,66039000.0,114340000000.0,4.4843e-09,299176,0.060009,-0.2553,0.87519
435560000000.0,62961000.0,111590000000.0,5.3804e-09,299177,0.059687,-0.25493,0.8787
481810000000.0,69812000.0,117890000000.0,6.9625e-09,299178,0.055278,-0.25627,0.86971
477550000000.0,69187000.0,117170000000.0,3.2767e-09,299179,0.05634,-0.25557,0.87191
447760000000.0,65000000.0,112920000000.0,3.9002e-09,299181,0.056021,-0.25453,0.8891
393130000000.0,56810000.0,106190000000.0,3.6471e-09,299182,0.058169,-0.25417,0.89209
459800000000.0,66494000.0,114900000000.0,4.3253e-09,299183,0.050834,-0.25455,0.89195
529390000000.0,77071000.0,122970000000.0,3.5095e-09,299184,0.052778,-0.25454,0.88954
435950000000.0,63058000.0,111910000000.0,3.3306e-09,299185,0.054589,-0.25417,0.89234
489820000000.0,71379000.0,117470000000.0,4.3623e-09,299186,0.053481,-0.25456,0.88654
376320000000.0,54031000.0,103770000000.0,4.0372e-09,299187,0.061881,-0.25417,0.89178
371810000000.0,53168000.0,103450000000.0,2.1621e-09,299188,0.06483,-0.25418,0.89096
365170000000.0,52117000.0,102730000000.0,2.1258e-09,299189,0.065598,-0.25507,0.89129
310160000000.0,43812000.0,96794000000.0,4.8785e-09,299223,0.0417,-0.25454,0.89494
303870000000.0,42632000.0,96201000000.0,3.5887e-09,299224,0.035132,-0.25787,0.88994
333350000000.0,47326000.0,99242000000.0,1.9441e-09,299225,0.036529,-0.25521,0.88921
314020000000.0,44243000.0,97286000000.0,1.5853e-09,299226,0.035923,-0.25586,0.88883
290250000000.0,40712000.0,93957000000.0,1.9745e-09,299227,0.034639,-0.25524,0.89175
297570000000.0,41678000.0,95319000000.0,1.752e-09,299228,0.034089,-0.25594,0.89132
306510000000.0,43331000.0,95741000000.0,3.5354e-09,299229,0.036977,-0.25481,0.89147
365400000000.0,52013000.0,103720000000.0,3.2797e-09,299230,0.038777,-0.25783,0.88493
327170000000.0,46227000.0,98930000000.0,2.9749e-09,299231,0.036815,-0.25753,0.88742
283270000000.0,39697000.0,92891000000.0,3.5148e-09,299233,0.034892,-0.25481,0.89403
371010000000.0,53119000.0,104350000000.0,3.7136e-09,299240,0.052694,-0.25417,0.8952
490810000000.0,71049000.0,118840000000.0,4.5175e-09,299241,0.042635,-0.2557,0.88332
531180000000.0,77215000.0,123560000000.0,5.0619e-09,299242,0.044212,-0.25534,0.88578
544060000000.0,79179000.0,124980000000.0,5.5579e-09,299243,0.045957,-0.25498,0.88855
476090000000.0,68939000.0,116820000000.0,5.0659e-09,299244,0.047439,-0.25457,0.89162
486370000000.0,70367000.0,118310000000.0,2.1362e-09,299247,0.040116,-0.25566,0.88402
477550000000.0,69040000.0,117290000000.0,1.6744e-09,299248,0.039487,-0.25625,0.88367
505820000000.0,73297000.0,120570000000.0,4.0218e-09,299249,0.040829,-0.25522,0.88608
492780000000.0,71364000.0,119180000000.0,3.6183e-09,299250,0.040135,-0.25801,0.88226
386840000000.0,55465000.0,106250000000.0,3.9781e-09,299252,0.049013,-0.25418,0.89495
298320000000.0,41899000.0,95569000000.0,4.733e-09,299297,0.043084,-0.25419,0.89845
429610000000.0,61804000.0,111220000000.0,1.894e-09,299298,0.038225,-0.25519,0.88655
386780000000.0,55281000.0,106130000000.0,1.4546e-09,299299,0.037599,-0.25579,0.88618
436880000000.0,62993000.0,111950000000.0,3.5055e-09,299300,0.038866,-0.2548,0.88875
503880000000.0,73084000.0,120240000000.0,4.4184e-09,299301,0.042294,-0.25488,0.88873
383510000000.0,55074000.0,105290000000.0,3.8261e-09,299302,0.040191,-0.25449,0.89161
440340000000.0,63571000.0,112420000000.0,4.66e-09,299303,0.043782,-0.25454,0.89171
378940000000.0,54315000.0,105090000000.0,4.4163e-09,299304,0.045261,-0.25419,0.89497
294490000000.0,41506000.0,94365000000.0,3.8295e-09,299305,0.038083,-0.25449,0.89443
280800000000.0,39321000.0,92669000000.0,3.7259e-09,299306,0.035753,-0.25449,0.89704
291520000000.0,40966000.0,94388000000.0,4.1521e-09,299307,0.039269,-0.25418,0.89772
517320000000.0,75115000.0,122110000000.0,4.7296e-09,299321,0.042692,-0.2565,0.87841
524260000000.0,76141000.0,122760000000.0,4.3183e-09,299322,0.043854,-0.25567,0.88031
521510000000.0,75798000.0,122300000000.0,4.8798e-09,299323,0.045616,-0.25532,0.88258
550730000000.0,80259000.0,125620000000.0,5.4767e-09,299324,0.047588,-0.25497,0.88523
515960000000.0,74889000.0,122020000000.0,9.1489e-09,299325,0.043102,-0.25814,0.87678
516010000000.0,74913000.0,122000000000.0,3.4907e-09,299326,0.041294,-0.25793,0.87943
508890000000.0,73847000.0,121170000000.0,2.1872e-08,299332,0.045216,-0.25856,0.87543
525880000000.0,76377000.0,123030000000.0,2.0771e-09,299333,0.041406,-0.25565,0.88121
520570000000.0,75590000.0,122500000000.0,1.7292e-09,299334,0.040744,-0.25625,0.88094
573790000000.0,83726000.0,128270000000.0,5.445e-09,299335,0.049683,-0.25457,0.88815
455360000000.0,65771000.0,114560000000.0,3.3161e-09,299410,0.067816,-0.25745,0.8675
455480000000.0,65794000.0,114590000000.0,4.3212e-09,299411,0.06588,-0.25699,0.86763
458800000000.0,66299000.0,114960000000.0,2.9428e-09,299412,0.064646,-0.25597,0.86793
471150000000.0,68142000.0,116310000000.0,1.8477e-09,299413,0.069126,-0.25607,0.86788
467940000000.0,67637000.0,115920000000.0,2.288e-09,299414,0.069813,-0.25789,0.86899
434680000000.0,62627000.0,112010000000.0,2.0381e-09,299417,0.069894,-0.25899,0.8714
462480000000.0,66846000.0,115340000000.0,2.1849e-09,299422,0.067258,-0.25588,0.86774
475620000000.0,68796000.0,116760000000.0,1.4881e-09,299423,0.068965,-0.25546,0.87011
482600000000.0,69832000.0,117550000000.0,1.214e-09,299424,0.069663,-0.25598,0.86983
473580000000.0,68467000.0,116450000000.0,2.0256e-09,299425,0.069894,-0.25682,0.8713
443170000000.0,63955000.0,112740000000.0,4.7495e-09,299426,0.066028,-0.25525,0.87459
470800000000.0,68088000.0,116240000000.0,3.1866e-09,299427,0.067154,-0.25542,0.8696
459100000000.0,66312000.0,114720000000.0,2.4386e-09,299428,0.068735,-0.25521,0.87285
451320000000.0,65116000.0,113830000000.0,1.5429e-09,299429,0.069546,-0.25594,0.87325
422670000000.0,60828000.0,110470000000.0,3.9314e-09,299430,0.069739,-0.25808,0.87428
464870000000.0,67211000.0,115550000000.0,3.5243e-09,299431,0.063922,-0.25547,0.86985
469120000000.0,67878000.0,116110000000.0,3.4856e-09,299433,0.061055,-0.25551,0.86992
468910000000.0,67825000.0,115810000000.0,4.6946e-09,299434,0.062781,-0.2552,0.8727
445910000000.0,64352000.0,113010000000.0,2.3986e-09,299436,0.068578,-0.25488,0.87613
433360000000.0,62436000.0,111590000000.0,2.2821e-09,299437,0.069354,-0.25576,0.87628
423660000000.0,61060000.0,110260000000.0,4.2724e-09,299438,0.066135,-0.25486,0.87773
402920000000.0,57871000.0,108010000000.0,4.4031e-09,299439,0.069377,-0.25786,0.87791
384450000000.0,55154000.0,105290000000.0,2.1279e-09,299441,0.066246,-0.25418,0.8873
380940000000.0,54584000.0,104850000000.0,2.1015e-09,299442,0.067027,-0.25507,0.88757
389930000000.0,55978000.0,105300000000.0,4.0441e-09,299443,0.063332,-0.25417,0.88825
432300000000.0,62679000.0,110630000000.0,4.4702e-09,299444,0.057121,-0.25454,0.8858
404240000000.0,58439000.0,107180000000.0,3.7556e-09,299445,0.059626,-0.25417,0.88871
492380000000.0,71414000.0,119180000000.0,9.896e-09,299446,0.050705,-0.25643,0.8717
499990000000.0,72548000.0,120050000000.0,1.0968e-08,299447,0.048368,-0.25648,0.8733
491850000000.0,71322000.0,119190000000.0,2.1293e-08,299448,0.049106,-0.25853,0.87256
492960000000.0,71546000.0,118880000000.0,5.8179e-09,299449,0.051246,-0.25579,0.87497
480140000000.0,69663000.0,117070000000.0,5.503e-09,299450,0.053402,-0.25542,0.8775
455640000000.0,66047000.0,113890000000.0,5.3204e-09,299451,0.055934,-0.25498,0.87985
432920000000.0,62675000.0,110850000000.0,4.7807e-09,299452,0.058385,-0.25454,0.8823
518270000000.0,75234000.0,122300000000.0,4.4186e-09,299460,0.043457,-0.25639,0.87557
511050000000.0,74178000.0,121390000000.0,9.1049e-09,299461,0.045572,-0.25638,0.87441
526470000000.0,76480000.0,123030000000.0,4.0371e-09,299462,0.044825,-0.25562,0.87728
504370000000.0,73171000.0,120690000000.0,2.1048e-08,299463,0.046307,-0.25795,0.8729
512340000000.0,74419000.0,121190000000.0,4.9464e-09,299464,0.047974,-0.25573,0.87626
528850000000.0,76868000.0,123080000000.0,4.6344e-09,299465,0.046767,-0.25528,0.87931
505720000000.0,73490000.0,120110000000.0,5.5352e-09,299466,0.050108,-0.25539,0.8783
529800000000.0,77137000.0,122970000000.0,5.0478e-09,299467,0.048841,-0.25495,0.88168
486940000000.0,70786000.0,117510000000.0,5.3254e-09,299468,0.052316,-0.25499,0.88078
527170000000.0,76834000.0,122220000000.0,4.9983e-09,299469,0.051021,-0.25456,0.8843
461720000000.0,67093000.0,114190000000.0,4.742e-09,299481,0.05471,-0.25456,0.8832
489360000000.0,70937000.0,118910000000.0,1.433e-08,299489,0.051541,-0.25759,0.86984
419090000000.0,60372000.0,109690000000.0,2.1435e-09,299490,0.068187,-0.25452,0.87979
415320000000.0,59779000.0,109250000000.0,2.2392e-09,299491,0.068924,-0.25541,0.87995
408180000000.0,58796000.0,108160000000.0,3.8961e-09,299492,0.065633,-0.2545,0.88127
390090000000.0,55959000.0,106320000000.0,4.0406e-09,299493,0.068796,-0.25758,0.8818
260610000000.0,36191000.0,89921000000.0,1.672e-09,299496,0.022522,-0.2548,0.90179
268040000000.0,37238000.0,91184000000.0,1.3009e-09,299497,0.02214,-0.25544,0.90118
273790000000.0,38042000.0,92207000000.0,2.6596e-09,299498,0.023307,-0.25731,0.90045
265390000000.0,36908000.0,90599000000.0,1.6773e-09,299540,0.025164,-0.25481,0.90009
273520000000.0,38054000.0,91972000000.0,1.3967e-09,299541,0.024767,-0.25548,0.89949
266540000000.0,37170000.0,90484000000.0,2.9793e-09,299542,0.027492,-0.25445,0.90057
261630000000.0,36440000.0,89803000000.0,3.0078e-09,299543,0.024819,-0.25445,0.90247
260840000000.0,36341000.0,89701000000.0,3.2024e-09,299544,0.027749,-0.25416,0.90381
241840000000.0,33320000.0,87449000000.0,4.3619e-09,299545,0.024917,-0.25418,0.90956
257410000000.0,35796000.0,89216000000.0,3.0134e-09,299546,0.022027,-0.25445,0.90416
253850000000.0,35272000.0,88726000000.0,3.2814e-09,299547,0.024864,-0.25416,0.90577
467270000000.0,67557000.0,115900000000.0,1.2498e-09,299575,0.069462,-0.25798,0.86698
472950000000.0,68405000.0,116540000000.0,8.8628e-10,299576,0.069919,-0.25798,0.86748
455430000000.0,65782000.0,114680000000.0,2.3951e-09,299581,0.06526,-0.25906,0.86692
470920000000.0,68142000.0,116450000000.0,2.6012e-09,299620,0.060872,-0.25742,0.86704
473770000000.0,68534000.0,116430000000.0,3.7415e-09,299674,0.066208,-0.25513,0.87173
462650000000.0,66881000.0,115430000000.0,2.2845e-09,299675,0.063504,-0.25725,0.86696
470030000000.0,67996000.0,116220000000.0,1.4332e-09,299676,0.062153,-0.25539,0.86786
469130000000.0,67860000.0,116150000000.0,1.3284e-09,299677,0.062101,-0.25587,0.8671
481400000000.0,69742000.0,117750000000.0,3.4505e-09,299678,0.056845,-0.25623,0.86802
477330000000.0,69134000.0,117160000000.0,3.0588e-09,299679,0.058138,-0.25548,0.86964
485020000000.0,70263000.0,118360000000.0,6.1597e-09,299680,0.055516,-0.25784,0.8679
484270000000.0,70163000.0,118310000000.0,1.169e-08,299681,0.053899,-0.25783,0.86916
479600000000.0,69466000.0,117190000000.0,3.4621e-09,299684,0.059574,-0.25515,0.87195
483790000000.0,70088000.0,118010000000.0,2.9267e-09,299685,0.058135,-0.25764,0.8671
476240000000.0,68956000.0,117010000000.0,1.4266e-09,299686,0.059537,-0.25543,0.86787
477230000000.0,69103000.0,117150000000.0,1.4802e-09,299687,0.059473,-0.25597,0.86715
453390000000.0,65531000.0,113760000000.0,4.3314e-09,299688,0.063001,-0.25486,0.876
595450000000.0,86348000.0,135110000000.0,5.1113e-09,299707,-0.0532,-0.25419,0.88767
547990000000.0,79097000.0,128850000000.0,3.7006e-09,299708,-0.043407,-0.25518,0.88017
550630000000.0,79533000.0,129130000000.0,4.1189e-09,299709,-0.045183,-0.25485,0.88253
571700000000.0,82673000.0,131840000000.0,4.5745e-09,299710,-0.047139,-0.25454,0.88523
545820000000.0,78831000.0,128540000000.0,3.964e-09,299711,-0.046354,-0.25483,0.87925
558230000000.0,80689000.0,130070000000.0,4.3864e-09,299712,-0.04848,-0.25452,0.88178
578770000000.0,83845000.0,132800000000.0,4.746e-09,299713,-0.050803,-0.25419,0.88459
492310000000.0,70744000.0,121470000000.0,3.1754e-09,299714,-0.040972,-0.25764,0.87902
528760000000.0,76175000.0,126350000000.0,2.8484e-09,299715,-0.041867,-0.25748,0.87617
564470000000.0,81447000.0,130960000000.0,1.7063e-09,299716,-0.042035,-0.25514,0.87817
546260000000.0,78766000.0,128590000000.0,1.4688e-09,299717,-0.041368,-0.25577,0.87793
508970000000.0,73398000.0,123920000000.0,1.0118e-09,299793,-0.054062,-0.25467,0.86688
512290000000.0,73896000.0,124350000000.0,1.292e-09,299794,-0.054138,-0.25531,0.86627
506860000000.0,73040000.0,123800000000.0,2.5246e-09,299795,-0.052579,-0.25718,0.86624
506760000000.0,73184000.0,123050000000.0,9.0553e-10,299853,-0.065445,-0.25412,0.86637
514360000000.0,74304000.0,124030000000.0,9.8246e-10,299854,-0.065469,-0.25483,0.86562
540170000000.0,78056000.0,127380000000.0,5.242e-10,299855,-0.070401,-0.25486,0.86561
540360000000.0,78082000.0,127400000000.0,4.372e-10,299856,-0.071098,-0.2548,0.86633
536230000000.0,77483000.0,126860000000.0,4.7094e-10,299857,-0.070395,-0.25412,0.86637
513540000000.0,74163000.0,124070000000.0,9.6454e-10,299858,-0.070418,-0.25711,0.86561
520200000000.0,75142000.0,124920000000.0,5.3386e-10,299859,-0.071113,-0.25701,0.86612
513960000000.0,74188000.0,124340000000.0,1.8195e-09,299860,-0.055474,-0.25438,0.86827
516750000000.0,74525000.0,124970000000.0,1.2293e-09,299861,-0.051364,-0.25467,0.86697
517200000000.0,74591000.0,125050000000.0,1.2145e-09,299862,-0.051384,-0.2553,0.86624
515770000000.0,74416000.0,124730000000.0,2.2609e-09,299863,-0.052901,-0.25439,0.86875
524280000000.0,75714000.0,125610000000.0,3.0302e-09,299864,-0.055448,-0.25414,0.87121
543920000000.0,78569000.0,128240000000.0,4.0913e-09,299865,-0.049551,-0.2545,0.87826
532230000000.0,76841000.0,126790000000.0,3.5533e-09,299866,-0.050343,-0.25447,0.87479
544040000000.0,78593000.0,128190000000.0,3.8577e-09,299867,-0.053045,-0.25417,0.87714
530900000000.0,76672000.0,126520000000.0,2.9426e-09,299868,-0.053596,-0.25416,0.87386
565870000000.0,81671000.0,131210000000.0,1.605e-09,299869,-0.042866,-0.25508,0.87525
557190000000.0,80394000.0,130080000000.0,1.2337e-09,299870,-0.042154,-0.25564,0.87512
563040000000.0,81302000.0,130830000000.0,3.1153e-09,299871,-0.044149,-0.25475,0.87691
560390000000.0,80856000.0,130550000000.0,2.1391e-09,299872,-0.042478,-0.25706,0.87345
563080000000.0,81489000.0,130680000000.0,4.3222e-09,299873,-0.051986,-0.25418,0.88079
563730000000.0,81372000.0,130990000000.0,1.3918e-09,299874,-0.043419,-0.25499,0.87235
564360000000.0,81451000.0,131070000000.0,8.1181e-10,299875,-0.042702,-0.25544,0.87235
557150000000.0,80443000.0,130100000000.0,2.9488e-09,299876,-0.044998,-0.2547,0.87378
547020000000.0,79004000.0,128730000000.0,3.3439e-09,299877,-0.047146,-0.25444,0.87568
565640000000.0,81649000.0,131300000000.0,1.4161e-09,299878,-0.042889,-0.2564,0.87088
572590000000.0,82637000.0,132190000000.0,2.0311e-09,299879,-0.04285,-0.25862,0.87132
519040000000.0,74833000.0,125340000000.0,2.2521e-09,299881,-0.04985,-0.25713,0.8662
551590000000.0,79603000.0,129510000000.0,7.3172e-10,299882,-0.044286,-0.25588,0.86689
553410000000.0,79873000.0,129740000000.0,6.2504e-10,299883,-0.043636,-0.25589,0.86753
549110000000.0,79253000.0,129160000000.0,6.4106e-10,299884,-0.044241,-0.25525,0.86756
540560000000.0,78009000.0,128050000000.0,6.1348e-10,299885,-0.046101,-0.2549,0.86686
542690000000.0,78311000.0,128350000000.0,9.5565e-10,299886,-0.045983,-0.25538,0.86647
543810000000.0,78491000.0,128460000000.0,1.9132e-09,299887,-0.045676,-0.2549,0.86826
528580000000.0,76270000.0,126480000000.0,1.2088e-09,299888,-0.048584,-0.25464,0.86692
528420000000.0,76238000.0,126490000000.0,9.3455e-10,299889,-0.048722,-0.25517,0.86618
531580000000.0,76712000.0,126850000000.0,2.1061e-09,299890,-0.047606,-0.25464,0.86921
525480000000.0,75826000.0,126030000000.0,2.3114e-09,299891,-0.050002,-0.25438,0.86889
568450000000.0,82054000.0,131680000000.0,1.7223e-09,299892,-0.043164,-0.25701,0.86865
559270000000.0,80731000.0,130470000000.0,7.5571e-10,299893,-0.043123,-0.25537,0.86921
558930000000.0,80684000.0,130410000000.0,1.2103e-09,299894,-0.043768,-0.25492,0.86942
551070000000.0,79554000.0,129350000000.0,2.3119e-09,299895,-0.045277,-0.25464,0.87083
536960000000.0,77524000.0,127460000000.0,3.1358e-09,299897,-0.048096,-0.25441,0.87213
561880000000.0,81089000.0,130860000000.0,1.8085e-09,299903,-0.045438,-0.25707,0.86645
578110000000.0,83440000.0,132960000000.0,1.0016e-09,299905,-0.043864,-0.25774,0.8665
578650000000.0,83518000.0,133010000000.0,1.0165e-09,299906,-0.043338,-0.25785,0.86709
537110000000.0,77498000.0,127640000000.0,1.626e-09,299907,-0.04743,-0.25659,0.86614
528020000000.0,76220000.0,126280000000.0,2.6262e-09,299911,-0.051563,-0.25414,0.87135
510730000000.0,73664000.0,124200000000.0,2.2895e-09,299912,-0.055439,-0.25693,0.86592
517480000000.0,74720000.0,124740000000.0,9.2078e-10,299914,-0.057016,-0.25438,0.86657
526270000000.0,76004000.0,125930000000.0,1.2077e-09,299915,-0.056944,-0.25505,0.86594
